transaction_id,date_id,date,year,quarter,month,month_name,product_id,product_name,category,customer_id,company_name,segment,region,salesperson_id,salesperson_name,seniority,quantity,revenue,cost,profit,margin_pct
T00516,939,2024-07-27,2024,3,7,July,P005,Cloud Storage,Software,C0172,Costela S/A,SMB,East,S026,Vitor Hugo da Costa,Senior,10,32533.4,14965.36,17568.04,54.0
T00517,710,2023-12-11,2023,4,12,December,P004,Security Suite,Software,C0151,Monteiro,Mid-Market,East,S022,Sr. Mateus Abreu,Mid,12,15903.84,6361.54,9542.3,60.0
T00518,807,2024-03-17,2024,1,3,March,P004,Security Suite,Software,C0006,da Rocha e Filhos,Mid-Market,South,S015,Liam da Cunha,Mid,2,2650.64,1060.26,1590.38,60.0
T00519,11,2022-01-11,2022,1,1,January,P004,Security Suite,Software,C0194,Pinto Cavalcante S.A.,Mid-Market,North,S021,Ana Luiza Cunha,Senior,3,3975.96,1590.38,2385.58,60.0
T00520,1086,2024-12-21,2024,4,12,December,P004,Security Suite,Software,C0149,Vasconcelos Vargas S/A,SMB,West,S020,Joana Vieira,Mid,14,18554.48,7421.79,11132.69,60.0
T00521,226,2022-08-14,2022,3,8,August,P020,API Access,Subscriptions,C0119,da Costa,SMB,Central,S023,Caleb Duarte,Senior,15,2224.5,756.33,1468.17,66.0
T00522,564,2023-07-18,2023,3,7,July,P018,Enterprise Plan,Subscriptions,C0120,Pinto,SMB,North,S004,Juan Fogaça,Senior,13,23214.1,10910.63,12303.47,53.0
T00523,772,2024-02-11,2024,1,2,February,P018,Enterprise Plan,Subscriptions,C0035,da Rocha - EI,SMB,South,S021,Ana Luiza Cunha,Senior,9,16071.3,7553.51,8517.79,53.0
T00524,885,2024-06-03,2024,2,6,June,P016,Basic Plan,Subscriptions,C0113,Castro,SMB,North,S021,Ana Luiza Cunha,Senior,2,1562.16,531.13,1031.03,66.0
T00525,226,2022-08-14,2022,3,8,August,P009,Printer,Hardware,C0029,Pacheco Rios S/A,Enterprise,North,S001,Dr. Luiz Otávio Monteiro,Mid,19,82940.13,32346.65,50593.48,61.0
T00526,825,2024-04-04,2024,2,4,April,P018,Enterprise Plan,Subscriptions,C0007,Almeida,Mid-Market,West,S015,Liam da Cunha,Mid,16,28571.2,13428.46,15142.74,53.0
T00527,218,2022-08-06,2022,3,8,August,P002,CRM License,Software,C0053,Garcia Guerra e Filhos,Enterprise,South,S017,Mirella Brito,Mid,11,13221.78,7271.98,5949.8,45.0
T00528,937,2024-07-25,2024,3,7,July,P004,Security Suite,Software,C0165,Vieira Ltda.,SMB,Central,S019,Alexia das Neves,Mid,12,15903.84,6361.54,9542.3,60.0
T00529,753,2024-01-23,2024,1,1,January,P012,Implementation,Services,C0023,da Rosa S/A,Mid-Market,South,S014,Maria Julia Marques,Mid,1,5527.69,2266.35,3261.34,59.0
T00530,506,2023-05-21,2023,2,5,May,P007,Server,Hardware,C0097,Carvalho,SMB,South,S027,Helena Pimenta,Mid,2,4055.54,2595.55,1459.99,36.0
T00531,259,2022-09-16,2022,3,9,September,P015,Audit,Services,C0136,Costela Aparecida Ltda.,SMB,West,S019,Alexia das Neves,Mid,16,33590.4,18474.72,15115.68,45.0
T00532,54,2022-02-23,2022,1,2,February,P007,Server,Hardware,C0076,Pereira,Enterprise,North,S018,Igor Nascimento,Junior,2,4055.54,2595.55,1459.99,36.0
T00533,1071,2024-12-06,2024,4,12,December,P017,Pro Plan,Subscriptions,C0176,Alves da Cunha S.A.,SMB,North,S028,Ana Luiza Azevedo,Mid,19,4194.44,1719.72,2474.72,59.0
T00534,727,2023-12-28,2023,4,12,December,P016,Basic Plan,Subscriptions,C0010,Pereira,Enterprise,North,S002,Luiz Gustavo Barros,Mid,10,7810.8,2655.67,5155.13,66.0
T00535,689,2023-11-20,2023,4,11,November,P019,Add-on Pack,Subscriptions,C0117,Nascimento da Luz Ltda.,Mid-Market,West,S006,Dr. Antony Souza,Junior,19,22162.17,12632.44,9529.73,43.0
T00536,1044,2024-11-09,2024,4,11,November,P009,Printer,Hardware,C0024,Machado Peixoto S/A,Enterprise,North,S013,Maria Isis Sousa,Mid,10,43652.7,17024.55,26628.15,61.0
T00537,419,2023-02-23,2023,1,2,February,P014,Training,Services,C0175,Farias,SMB,West,S017,Mirella Brito,Mid,16,263032.8,170971.32,92061.48,35.0
T00538,690,2023-11-21,2023,4,11,November,P017,Pro Plan,Subscriptions,C0181,Vargas das Neves S/A,SMB,Central,S006,Dr. Antony Souza,Junior,13,2869.88,1176.65,1693.23,59.0
T00539,850,2024-04-29,2024,2,4,April,P005,Cloud Storage,Software,C0039,Guerra,Mid-Market,Central,S021,Ana Luiza Cunha,Senior,16,52053.44,23944.58,28108.86,54.0
T00540,62,2022-03-03,2022,1,3,March,P002,CRM License,Software,C0195,Cavalcante,Enterprise,West,S022,Sr. Mateus Abreu,Mid,18,21635.64,11899.6,9736.04,45.0
T00541,216,2022-08-04,2022,3,8,August,P020,API Access,Subscriptions,C0066,Sousa e Filhos,SMB,South,S005,Joaquim Casa Grande,Mid,8,1186.4,403.38,783.02,66.0
T00542,3,2022-01-03,2022,1,1,January,P016,Basic Plan,Subscriptions,C0006,da Rocha e Filhos,Mid-Market,South,S007,Rebeca Moraes,Junior,18,14059.44,4780.21,9279.23,66.0
T00543,160,2022-06-09,2022,2,6,June,P014,Training,Services,C0021,Farias Moraes S.A.,SMB,North,S001,Dr. Luiz Otávio Monteiro,Mid,13,213714.15,138914.2,74799.95,35.0
T00544,781,2024-02-20,2024,1,2,February,P014,Training,Services,C0073,Ramos,SMB,East,S013,Maria Isis Sousa,Mid,7,115076.85,74799.95,40276.9,35.0
T00545,893,2024-06-11,2024,2,6,June,P001,ERP License,Software,C0074,Pinto,Mid-Market,West,S019,Alexia das Neves,Mid,18,39337.74,13768.21,25569.53,65.0
T00546,329,2022-11-25,2022,4,11,November,P003,BI Tool,Software,C0036,Cassiano Ltda.,Mid-Market,East,S022,Sr. Mateus Abreu,Mid,6,3555.78,1280.08,2275.7,64.0
T00547,580,2023-08-03,2023,3,8,August,P007,Server,Hardware,C0131,Lima Cirino e Filhos,SMB,North,S001,Dr. Luiz Otávio Monteiro,Mid,9,18249.93,11679.96,6569.97,36.0
T00548,952,2024-08-09,2024,3,8,August,P015,Audit,Services,C0170,Borges Araújo - EI,Mid-Market,East,S013,Maria Isis Sousa,Mid,6,12596.4,6928.02,5668.38,45.0
T00549,635,2023-09-27,2023,3,9,September,P019,Add-on Pack,Subscriptions,C0173,Macedo,SMB,East,S011,Dr. Vitor Gabriel Caldeira,Mid,18,20995.74,11967.57,9028.17,43.0
T00550,988,2024-09-14,2024,3,9,September,P020,API Access,Subscriptions,C0044,Câmara S/A,Mid-Market,Central,S027,Helena Pimenta,Mid,17,2521.1,857.17,1663.93,66.0
T00551,921,2024-07-09,2024,3,7,July,P002,CRM License,Software,C0091,Fernandes - ME,Enterprise,South,S007,Rebeca Moraes,Junior,12,14423.76,7933.07,6490.69,45.0
T00552,738,2024-01-08,2024,1,1,January,P019,Add-on Pack,Subscriptions,C0161,Sousa,SMB,West,S020,Joana Vieira,Mid,3,3499.29,1994.6,1504.69,43.0
T00553,170,2022-06-19,2022,2,6,June,P009,Printer,Hardware,C0060,Aparecida S.A.,SMB,East,S003,Dra. Agatha Melo,Mid,5,21826.35,8512.28,13314.07,61.0
T00554,521,2023-06-05,2023,2,6,June,P019,Add-on Pack,Subscriptions,C0093,Nunes Machado e Filhos,SMB,East,S026,Vitor Hugo da Costa,Senior,7,8165.01,4654.06,3510.95,43.0
T00555,40,2022-02-09,2022,1,2,February,P005,Cloud Storage,Software,C0083,Pimenta Freitas - ME,SMB,North,S025,Bella Fernandes,Junior,10,32533.4,14965.36,17568.04,54.0
T00556,955,2024-08-12,2024,3,8,August,P018,Enterprise Plan,Subscriptions,C0198,Rocha Barros - EI,Mid-Market,Central,S001,Dr. Luiz Otávio Monteiro,Mid,10,17857.0,8392.79,9464.21,53.0
T00557,984,2024-09-10,2024,3,9,September,P016,Basic Plan,Subscriptions,C0083,Pimenta Freitas - ME,SMB,North,S008,Hellena Cirino,Mid,19,14840.52,5045.78,9794.74,66.0
T00558,975,2024-09-01,2024,3,9,September,P004,Security Suite,Software,C0077,Cavalcanti,SMB,Central,S017,Mirella Brito,Mid,4,5301.28,2120.51,3180.77,60.0
T00559,38,2022-02-07,2022,1,2,February,P012,Implementation,Services,C0026,Lima,Mid-Market,North,S013,Maria Isis Sousa,Mid,10,55276.9,22663.53,32613.37,59.0
T00560,328,2022-11-24,2022,4,11,November,P007,Server,Hardware,C0021,Farias Moraes S.A.,SMB,North,S014,Maria Julia Marques,Mid,18,36499.86,23359.91,13139.95,36.0
T00561,914,2024-07-02,2024,3,7,July,P014,Training,Services,C0120,Pinto,SMB,North,S005,Joaquim Casa Grande,Mid,3,49318.65,32057.12,17261.53,35.0
T00562,454,2023-03-30,2023,1,3,March,P012,Implementation,Services,C0130,Pereira,SMB,Central,S026,Vitor Hugo da Costa,Senior,3,16583.07,6799.06,9784.01,59.0
T00563,37,2022-02-06,2022,1,2,February,P003,BI Tool,Software,C0175,Farias,SMB,West,S024,Vicente Ribeiro,Mid,5,2963.15,1066.73,1896.42,64.0
T00564,973,2024-08-30,2024,3,8,August,P005,Cloud Storage,Software,C0108,Santos,SMB,South,S022,Sr. Mateus Abreu,Mid,16,52053.44,23944.58,28108.86,54.0
T00565,796,2024-03-06,2024,1,3,March,P017,Pro Plan,Subscriptions,C0158,da Paz,SMB,West,S023,Caleb Duarte,Senior,13,2869.88,1176.65,1693.23,59.0
T00566,973,2024-08-30,2024,3,8,August,P010,Network Switch,Hardware,C0027,Araújo Ltda.,SMB,Central,S027,Helena Pimenta,Mid,11,33487.52,12055.51,21432.01,64.0
T00567,593,2023-08-16,2023,3,8,August,P010,Network Switch,Hardware,C0071,Pacheco,SMB,West,S024,Vicente Ribeiro,Mid,13,39576.16,14247.42,25328.74,64.0
T00568,1064,2024-11-29,2024,4,11,November,P011,Consulting,Services,C0148,Siqueira Machado S/A,SMB,North,S029,Rhavi Fernandes,Junior,19,359308.62,183247.4,176061.22,49.0
T00569,224,2022-08-12,2022,3,8,August,P017,Pro Plan,Subscriptions,C0050,Nogueira Alves - EI,Mid-Market,North,S006,Dr. Antony Souza,Junior,6,1324.56,543.07,781.49,59.0
T00570,318,2022-11-14,2022,4,11,November,P005,Cloud Storage,Software,C0095,Ferreira,Mid-Market,East,S027,Helena Pimenta,Mid,13,42293.42,19454.97,22838.45,54.0
T00571,349,2022-12-15,2022,4,12,December,P013,Support,Services,C0023,da Rosa S/A,Mid-Market,South,S022,Sr. Mateus Abreu,Mid,4,67669.12,27067.65,40601.47,60.0
T00572,115,2022-04-25,2022,2,4,April,P010,Network Switch,Hardware,C0141,Gomes S/A,SMB,North,S027,Helena Pimenta,Mid,5,15221.6,5479.78,9741.82,64.0
T00573,698,2023-11-29,2023,4,11,November,P009,Printer,Hardware,C0081,Silveira,Mid-Market,West,S006,Dr. Antony Souza,Junior,19,82940.13,32346.65,50593.48,61.0
T00574,1064,2024-11-29,2024,4,11,November,P017,Pro Plan,Subscriptions,C0132,Alves Ltda.,SMB,East,S021,Ana Luiza Cunha,Senior,5,1103.8,452.56,651.24,59.0
T00575,40,2022-02-09,2022,1,2,February,P001,ERP License,Software,C0142,Fonseca Ltda.,SMB,West,S008,Hellena Cirino,Mid,14,30596.02,10708.61,19887.41,65.0
T00576,216,2022-08-04,2022,3,8,August,P004,Security Suite,Software,C0020,Souza - ME,SMB,Central,S013,Maria Isis Sousa,Mid,4,5301.28,2120.51,3180.77,60.0
T00577,336,2022-12-02,2022,4,12,December,P004,Security Suite,Software,C0124,Alves Costela S/A,Mid-Market,West,S018,Igor Nascimento,Junior,12,15903.84,6361.54,9542.3,60.0
T00578,92,2022-04-02,2022,2,4,April,P018,Enterprise Plan,Subscriptions,C0013,Oliveira,SMB,South,S023,Caleb Duarte,Senior,6,10714.2,5035.67,5678.53,53.0
T00579,353,2022-12-19,2022,4,12,December,P009,Printer,Hardware,C0003,Peixoto,Mid-Market,East,S004,Juan Fogaça,Senior,19,82940.13,32346.65,50593.48,61.0
T00580,571,2023-07-25,2023,3,7,July,P018,Enterprise Plan,Subscriptions,C0175,Farias,SMB,West,S017,Mirella Brito,Mid,10,17857.0,8392.79,9464.21,53.0
T00581,816,2024-03-26,2024,1,3,March,P014,Training,Services,C0131,Lima Cirino e Filhos,SMB,North,S029,Rhavi Fernandes,Junior,1,16439.55,10685.71,5753.84,35.0
T00582,781,2024-02-20,2024,1,2,February,P015,Audit,Services,C0129,Teixeira S/A,SMB,North,S005,Joaquim Casa Grande,Mid,16,33590.4,18474.72,15115.68,45.0
T00583,363,2022-12-29,2022,4,12,December,P006,Laptop,Hardware,C0090,Costela,Mid-Market,West,S003,Dra. Agatha Melo,Mid,4,8950.6,2864.19,6086.41,68.0
T00584,557,2023-07-11,2023,3,7,July,P010,Network Switch,Hardware,C0152,Monteiro,Mid-Market,South,S004,Juan Fogaça,Senior,9,27398.88,9863.6,17535.28,64.0
T00585,356,2022-12-22,2022,4,12,December,P015,Audit,Services,C0035,da Rocha - EI,SMB,South,S023,Caleb Duarte,Senior,18,37789.2,20784.06,17005.14,45.0
T00586,191,2022-07-10,2022,3,7,July,P004,Security Suite,Software,C0014,da Rocha,SMB,South,S005,Joaquim Casa Grande,Mid,17,22530.44,9012.18,13518.26,60.0
T00587,422,2023-02-26,2023,1,2,February,P018,Enterprise Plan,Subscriptions,C0195,Cavalcante,Enterprise,West,S014,Maria Julia Marques,Mid,15,26785.5,12589.18,14196.32,53.0
T00588,700,2023-12-01,2023,4,12,December,P018,Enterprise Plan,Subscriptions,C0141,Gomes S/A,SMB,North,S015,Liam da Cunha,Mid,19,33928.3,15946.3,17982.0,53.0
T00589,7,2022-01-07,2022,1,1,January,P017,Pro Plan,Subscriptions,C0175,Farias,SMB,West,S020,Joana Vieira,Mid,7,1545.32,633.58,911.74,59.0
T00590,133,2022-05-13,2022,2,5,May,P012,Implementation,Services,C0050,Nogueira Alves - EI,Mid-Market,North,S017,Mirella Brito,Mid,18,99498.42,40794.35,58704.07,59.0
T00591,557,2023-07-11,2023,3,7,July,P007,Server,Hardware,C0078,Aragão,Mid-Market,East,S006,Dr. Antony Souza,Junior,6,12166.62,7786.64,4379.98,36.0
T00592,826,2024-04-05,2024,2,4,April,P016,Basic Plan,Subscriptions,C0154,Albuquerque Cirino S.A.,Mid-Market,Central,S027,Helena Pimenta,Mid,19,14840.52,5045.78,9794.74,66.0
T00593,761,2024-01-31,2024,1,1,January,P011,Consulting,Services,C0003,Peixoto,Mid-Market,East,S010,Dra. Clarice Moraes,Junior,12,226931.76,115735.2,111196.56,49.0
T00594,1055,2024-11-20,2024,4,11,November,P014,Training,Services,C0179,Ferreira Ltda.,SMB,West,S022,Sr. Mateus Abreu,Mid,3,49318.65,32057.12,17261.53,35.0
T00595,535,2023-06-19,2023,2,6,June,P003,BI Tool,Software,C0040,Silva Leão S/A,SMB,West,S023,Caleb Duarte,Senior,1,592.63,213.35,379.28,64.0
T00596,426,2023-03-02,2023,1,3,March,P019,Add-on Pack,Subscriptions,C0196,Duarte,SMB,North,S016,Sophia Sampaio,Mid,5,5832.15,3324.33,2507.82,43.0
T00597,672,2023-11-03,2023,4,11,November,P018,Enterprise Plan,Subscriptions,C0164,Barbosa Fernandes S.A.,SMB,Central,S017,Mirella Brito,Mid,1,1785.7,839.28,946.42,53.0
T00598,363,2022-12-29,2022,4,12,December,P010,Network Switch,Hardware,C0051,Mendonça,SMB,Central,S014,Maria Julia Marques,Mid,8,24354.56,8767.64,15586.92,64.0
T00599,82,2022-03-23,2022,1,3,March,P006,Laptop,Hardware,C0001,Fonseca e Filhos,Enterprise,Central,S020,Joana Vieira,Mid,7,15663.55,5012.34,10651.21,68.0
T00600,356,2022-12-22,2022,4,12,December,P013,Support,Services,C0104,Pinto - EI,SMB,North,S012,Danilo Fonseca,Mid,15,253759.2,101503.68,152255.52,60.0
T00601,589,2023-08-12,2023,3,8,August,P010,Network Switch,Hardware,C0161,Sousa,SMB,West,S009,Guilherme Alves,Mid,11,33487.52,12055.51,21432.01,64.0
T00602,295,2022-10-22,2022,4,10,October,P018,Enterprise Plan,Subscriptions,C0135,Camargo,Enterprise,North,S015,Liam da Cunha,Mid,18,32142.6,15107.02,17035.58,53.0
T00603,1070,2024-12-05,2024,4,12,December,P020,API Access,Subscriptions,C0117,Nascimento da Luz Ltda.,Mid-Market,West,S012,Danilo Fonseca,Mid,14,2076.2,705.91,1370.29,66.0
T00604,17,2022-01-17,2022,1,1,January,P016,Basic Plan,Subscriptions,C0116,Campos Silveira - EI,Mid-Market,North,S014,Maria Julia Marques,Mid,9,7029.72,2390.1,4639.62,66.0
T00605,360,2022-12-26,2022,4,12,December,P006,Laptop,Hardware,C0052,Cavalcante,Mid-Market,South,S026,Vitor Hugo da Costa,Senior,5,11188.25,3580.24,7608.01,68.0
T00606,866,2024-05-15,2024,2,5,May,P013,Support,Services,C0120,Pinto,SMB,North,S022,Sr. Mateus Abreu,Mid,4,67669.12,27067.65,40601.47,60.0
T00607,700,2023-12-01,2023,4,12,December,P004,Security Suite,Software,C0139,Monteiro,SMB,East,S018,Igor Nascimento,Junior,12,15903.84,6361.54,9542.3,60.0
T00608,448,2023-03-24,2023,1,3,March,P014,Training,Services,C0155,Ramos Aragão S/A,Enterprise,East,S020,Joana Vieira,Mid,1,16439.55,10685.71,5753.84,35.0
T00609,856,2024-05-05,2024,2,5,May,P001,ERP License,Software,C0142,Fonseca Ltda.,SMB,West,S006,Dr. Antony Souza,Junior,13,28410.59,9943.71,18466.88,65.0
T00610,365,2022-12-31,2022,4,12,December,P020,API Access,Subscriptions,C0086,Ferreira da Cruz Ltda.,SMB,East,S004,Juan Fogaça,Senior,1,148.3,50.42,97.88,66.0
T00611,675,2023-11-06,2023,4,11,November,P005,Cloud Storage,Software,C0046,Pacheco Pereira Ltda.,Enterprise,South,S026,Vitor Hugo da Costa,Senior,3,9760.02,4489.61,5270.41,54.0
T00612,1008,2024-10-04,2024,4,10,October,P008,Monitor,Hardware,C0076,Pereira,Enterprise,North,S023,Caleb Duarte,Senior,8,23945.76,10775.59,13170.17,55.0
T00613,467,2023-04-12,2023,2,4,April,P012,Implementation,Services,C0010,Pereira,Enterprise,North,S012,Danilo Fonseca,Mid,18,99498.42,40794.35,58704.07,59.0
T00614,414,2023-02-18,2023,1,2,February,P002,CRM License,Software,C0152,Monteiro,Mid-Market,South,S013,Maria Isis Sousa,Mid,16,19231.68,10577.42,8654.26,45.0
T00615,586,2023-08-09,2023,3,8,August,P012,Implementation,Services,C0061,Rodrigues,Mid-Market,South,S019,Alexia das Neves,Mid,16,88443.04,36261.65,52181.39,59.0
T00616,994,2024-09-20,2024,3,9,September,P005,Cloud Storage,Software,C0018,Ferreira,Enterprise,North,S022,Sr. Mateus Abreu,Mid,2,6506.68,2993.07,3513.61,54.0
T00617,572,2023-07-26,2023,3,7,July,P005,Cloud Storage,Software,C0086,Ferreira da Cruz Ltda.,SMB,East,S013,Maria Isis Sousa,Mid,17,55306.78,25441.12,29865.66,54.0
T00618,335,2022-12-01,2022,4,12,December,P013,Support,Services,C0137,Borges,Mid-Market,North,S012,Danilo Fonseca,Mid,10,169172.8,67669.12,101503.68,60.0
T00619,37,2022-02-06,2022,1,2,February,P009,Printer,Hardware,C0145,da Rosa Santos S.A.,Enterprise,North,S020,Joana Vieira,Mid,7,30556.89,11917.19,18639.7,61.0
T00620,989,2024-09-15,2024,3,9,September,P010,Network Switch,Hardware,C0128,da Rosa,Mid-Market,West,S003,Dra. Agatha Melo,Mid,10,30443.2,10959.55,19483.65,64.0
T00621,278,2022-10-05,2022,4,10,October,P001,ERP License,Software,C0104,Pinto - EI,SMB,North,S028,Ana Luiza Azevedo,Mid,19,41523.17,14533.11,26990.06,65.0
T00622,916,2024-07-04,2024,3,7,July,P003,BI Tool,Software,C0186,Peixoto Castro Ltda.,Enterprise,East,S003,Dra. Agatha Melo,Mid,9,5333.67,1920.12,3413.55,64.0
T00623,484,2023-04-29,2023,2,4,April,P018,Enterprise Plan,Subscriptions,C0141,Gomes S/A,SMB,North,S014,Maria Julia Marques,Mid,17,30356.9,14267.74,16089.16,53.0
T00624,731,2024-01-01,2024,1,1,January,P012,Implementation,Services,C0178,Vieira,SMB,South,S018,Igor Nascimento,Junior,9,49749.21,20397.18,29352.03,59.0
T00625,192,2022-07-11,2022,3,7,July,P003,BI Tool,Software,C0101,Moura da Rosa S.A.,SMB,South,S027,Helena Pimenta,Mid,9,5333.67,1920.12,3413.55,64.0
T00626,1041,2024-11-06,2024,4,11,November,P009,Printer,Hardware,C0006,da Rocha e Filhos,Mid-Market,South,S019,Alexia das Neves,Mid,5,21826.35,8512.28,13314.07,61.0
T00627,524,2023-06-08,2023,2,6,June,P002,CRM License,Software,C0085,Aragão,Mid-Market,South,S029,Rhavi Fernandes,Junior,7,8413.86,4627.62,3786.24,45.0
T00628,918,2024-07-06,2024,3,7,July,P003,BI Tool,Software,C0051,Mendonça,SMB,Central,S028,Ana Luiza Azevedo,Mid,11,6518.93,2346.81,4172.12,64.0
T00629,401,2023-02-05,2023,1,2,February,P014,Training,Services,C0036,Cassiano Ltda.,Mid-Market,East,S030,Vinicius Martins,Mid,8,131516.4,85485.66,46030.74,35.0
T00630,886,2024-06-04,2024,2,6,June,P004,Security Suite,Software,C0071,Pacheco,SMB,West,S010,Dra. Clarice Moraes,Junior,14,18554.48,7421.79,11132.69,60.0
T00631,705,2023-12-06,2023,4,12,December,P019,Add-on Pack,Subscriptions,C0100,Machado das Neves - EI,SMB,South,S017,Mirella Brito,Mid,2,2332.86,1329.73,1003.13,43.0
T00632,22,2022-01-22,2022,1,1,January,P013,Support,Services,C0025,Monteiro - EI,Mid-Market,South,S015,Liam da Cunha,Mid,10,169172.8,67669.12,101503.68,60.0
T00633,474,2023-04-19,2023,2,4,April,P007,Server,Hardware,C0139,Monteiro,SMB,East,S019,Alexia das Neves,Mid,16,32444.32,20764.36,11679.96,36.0
T00634,210,2022-07-29,2022,3,7,July,P012,Implementation,Services,C0044,Câmara S/A,Mid-Market,Central,S009,Guilherme Alves,Mid,16,88443.04,36261.65,52181.39,59.0
T00635,306,2022-11-02,2022,4,11,November,P003,BI Tool,Software,C0014,da Rocha,SMB,South,S004,Juan Fogaça,Senior,19,11259.97,4053.59,7206.38,64.0
T00636,704,2023-12-05,2023,4,12,December,P009,Printer,Hardware,C0029,Pacheco Rios S/A,Enterprise,North,S015,Liam da Cunha,Mid,11,48017.97,18727.01,29290.96,61.0
T00637,687,2023-11-18,2023,4,11,November,P002,CRM License,Software,C0074,Pinto,Mid-Market,West,S019,Alexia das Neves,Mid,6,7211.88,3966.53,3245.35,45.0
T00638,285,2022-10-12,2022,4,10,October,P009,Printer,Hardware,C0050,Nogueira Alves - EI,Mid-Market,North,S016,Sophia Sampaio,Mid,6,26191.62,10214.73,15976.89,61.0
T00639,716,2023-12-17,2023,4,12,December,P012,Implementation,Services,C0005,Monteiro Santos S.A.,SMB,Central,S008,Hellena Cirino,Mid,7,38693.83,15864.47,22829.36,59.0
T00640,763,2024-02-02,2024,1,2,February,P012,Implementation,Services,C0200,Azevedo S.A.,Enterprise,West,S017,Mirella Brito,Mid,16,88443.04,36261.65,52181.39,59.0
T00641,948,2024-08-05,2024,3,8,August,P015,Audit,Services,C0110,Borges,Enterprise,East,S021,Ana Luiza Cunha,Senior,13,27292.2,15010.71,12281.49,45.0
T00642,381,2023-01-16,2023,1,1,January,P002,CRM License,Software,C0197,Siqueira S/A,SMB,North,S001,Dr. Luiz Otávio Monteiro,Mid,3,3605.94,1983.27,1622.67,45.0
T00643,460,2023-04-05,2023,2,4,April,P018,Enterprise Plan,Subscriptions,C0122,Sales Souza - EI,SMB,North,S007,Rebeca Moraes,Junior,9,16071.3,7553.51,8517.79,53.0
T00644,1031,2024-10-27,2024,4,10,October,P013,Support,Services,C0088,Vasconcelos Ribeiro - ME,SMB,Central,S021,Ana Luiza Cunha,Senior,3,50751.84,20300.74,30451.1,60.0
T00645,29,2022-01-29,2022,1,1,January,P014,Training,Services,C0057,Campos Ltda.,SMB,West,S018,Igor Nascimento,Junior,6,98637.3,64114.24,34523.06,35.0
T00646,907,2024-06-25,2024,2,6,June,P005,Cloud Storage,Software,C0026,Lima,Mid-Market,North,S012,Danilo Fonseca,Mid,17,55306.78,25441.12,29865.66,54.0
T00647,1057,2024-11-22,2024,4,11,November,P010,Network Switch,Hardware,C0006,da Rocha e Filhos,Mid-Market,South,S016,Sophia Sampaio,Mid,3,9132.96,3287.87,5845.09,64.0
T00648,879,2024-05-28,2024,2,5,May,P012,Implementation,Services,C0144,Lima,Mid-Market,Central,S030,Vinicius Martins,Mid,2,11055.38,4532.71,6522.67,59.0
T00649,79,2022-03-20,2022,1,3,March,P010,Network Switch,Hardware,C0060,Aparecida S.A.,SMB,East,S001,Dr. Luiz Otávio Monteiro,Mid,12,36531.84,13151.46,23380.38,64.0
T00650,947,2024-08-04,2024,3,8,August,P011,Consulting,Services,C0100,Machado das Neves - EI,SMB,South,S027,Helena Pimenta,Mid,6,113465.88,57867.6,55598.28,49.0
T00651,459,2023-04-04,2023,2,4,April,P002,CRM License,Software,C0012,Camargo - EI,Enterprise,West,S015,Liam da Cunha,Mid,10,12019.8,6610.89,5408.91,45.0
T00652,570,2023-07-24,2023,3,7,July,P005,Cloud Storage,Software,C0075,Pires,SMB,North,S007,Rebeca Moraes,Junior,11,35786.74,16461.9,19324.84,54.0
T00653,738,2024-01-08,2024,1,1,January,P007,Server,Hardware,C0003,Peixoto,Mid-Market,East,S028,Ana Luiza Azevedo,Mid,16,32444.32,20764.36,11679.96,36.0
T00654,516,2023-05-31,2023,2,5,May,P006,Laptop,Hardware,C0063,Marques,SMB,Central,S017,Mirella Brito,Mid,16,35802.4,11456.77,24345.63,68.0
T00655,397,2023-02-01,2023,1,2,February,P003,BI Tool,Software,C0192,Teixeira Ltda.,Enterprise,East,S003,Dra. Agatha Melo,Mid,18,10667.34,3840.24,6827.1,64.0
T00656,39,2022-02-08,2022,1,2,February,P013,Support,Services,C0190,Pereira,SMB,Central,S011,Dr. Vitor Gabriel Caldeira,Mid,9,152255.52,60902.21,91353.31,60.0
T00657,887,2024-06-05,2024,2,6,June,P003,BI Tool,Software,C0134,Pastor,Mid-Market,North,S006,Dr. Antony Souza,Junior,19,11259.97,4053.59,7206.38,64.0
T00658,797,2024-03-07,2024,1,3,March,P006,Laptop,Hardware,C0019,Correia,SMB,West,S006,Dr. Antony Souza,Junior,2,4475.3,1432.1,3043.2,68.0
T00659,157,2022-06-06,2022,2,6,June,P011,Consulting,Services,C0018,Ferreira,Enterprise,North,S015,Liam da Cunha,Mid,1,18910.98,9644.6,9266.38,49.0
T00660,884,2024-06-02,2024,2,6,June,P017,Pro Plan,Subscriptions,C0080,Pacheco,Enterprise,Central,S007,Rebeca Moraes,Junior,16,3532.16,1448.19,2083.97,59.0
T00661,974,2024-08-31,2024,3,8,August,P010,Network Switch,Hardware,C0171,Brito,SMB,Central,S011,Dr. Vitor Gabriel Caldeira,Mid,18,54797.76,19727.19,35070.57,64.0
T00662,1046,2024-11-11,2024,4,11,November,P012,Implementation,Services,C0073,Ramos,SMB,East,S030,Vinicius Martins,Mid,3,16583.07,6799.06,9784.01,59.0
T00663,849,2024-04-28,2024,2,4,April,P017,Pro Plan,Subscriptions,C0131,Lima Cirino e Filhos,SMB,North,S027,Helena Pimenta,Mid,1,220.76,90.51,130.25,59.0
